Fecha; FondoA; FondoB; FondoC; FondoD; FondoE;
04-Ene-2012;25.041,62;23.269,61;26.816,95;21.226,95;27.190,66;
03-Ene-2012;24.835,35;23.149,90;26.745,75;21.208,20;27.195,04;
02-Ene-2012;24.844,69;23.158,77;26.756,54;21.211,50;27.193,43;
01-Ene-2012;24.852,44;23.158,67;26.755,86;21.195,61;27.167,64;
31-Dic-2011;24.852,44;23.158,67;26.755,86;21.195,61;27.167,64;
30-Dic-2011;24.852,44;23.158,67;26.755,86;21.195,61;27.167,64;
29-Dic-2011;24.803,72;23.120,45;26.721,47;21.169,62;27.108,18;
28-Dic-2011;24.978,62;23.222,03;26.774,79;21.175,71;27.058,36;
27-Dic-2011;24.965,34;23.201,24;26.752,78;21.149,79;27.025,68;
26-Dic-2011;24.965,87;23.205,78;26.756,86;21.148,22;27.011,14;
25-Dic-2011;24.879,09;23.151,05;26.724,17;21.137,50;27.002,01;
24-Dic-2011;24.879,09;23.151,05;26.724,17;21.137,50;27.002,01;
23-Dic-2011;24.879,09;23.151,05;26.724,17;21.137,50;27.002,01;
22-Dic-2011;24.821,38;23.119,31;26.699,51;21.130,19;26.995,40;
21-Dic-2011;24.634,20;22.994,69;26.607,80;21.108,10;27.015,28;
20-Dic-2011;24.411,69;22.872,27;26.523,94;21.080,90;27.040,30;
19-Dic-2011;24.531,66;22.927,36;26.538,99;21.072,34;27.027,14;
18-Dic-2011;24.496,70;22.894,17;26.514,41;21.057,61;27.012,48;
17-Dic-2011;24.496,70;22.894,17;26.514,41;21.057,61;27.012,48;
16-Dic-2011;24.496,70;22.894,17;26.514,41;21.057,61;27.012,48;
15-Dic-2011;24.522,42;22.925,18;26.527,07;21.045,58;26.964,88;
14-Dic-2011;24.718,17;23.047,04;26.613,64;21.063,13;26.930,23;
13-Dic-2011;24.780,29;23.075,26;26.633,47;21.066,62;26.925,86;
12-Dic-2011;24.972,72;23.173,91;26.689,74;21.091,84;26.926,89;
11-Dic-2011;24.931,53;23.155,42;26.673,87;21.072,18;26.912,20;
10-Dic-2011;24.931,53;23.155,42;26.673,87;21.072,18;26.912,20;
09-Dic-2011;24.931,53;23.155,42;26.673,87;21.072,18;26.912,20;
08-Dic-2011;25.163,60;23.269,55;26.762,48;21.108,36;26.920,70;
07-Dic-2011;25.163,60;23.269,55;26.762,48;21.108,36;26.920,70;
06-Dic-2011;25.304,62;23.363,53;26.824,76;21.115,57;26.863,86;
05-Dic-2011;25.202,15;23.303,16;26.768,45;21.077,84;26.816,35;
04-Dic-2011;25.174,74;23.278,72;26.722,62;21.052,97;26.779,98;
03-Dic-2011;25.174,74;23.278,72;26.722,62;21.052,97;26.779,98;
02-Dic-2011;25.174,74;23.278,72;26.722,62;21.052,97;26.779,98;
01-Dic-2011;25.022,24;23.192,20;26.689,35;21.065,67;26.844,63;
30-Nov-2011;24.630,80;22.955,22;26.534,81;21.027,53;26.887,40;
29-Nov-2011;24.393,41;22.786,64;26.404,23;20.956,55;26.843,31;
28-Nov-2011;24.079,66;22.606,88;26.276,88;20.925,85;26.871,29;
27-Nov-2011;24.143,62;22.646,52;26.288,33;20.883,39;26.760,60;
26-Nov-2011;24.143,62;22.646,52;26.288,33;20.883,39;26.760,60;
25-Nov-2011;24.143,62;22.646,52;26.288,33;20.883,39;26.760,60;
24-Nov-2011;24.230,37;22.699,99;26.340,20;20.911,02;26.749,80;
23-Nov-2011;24.523,60;22.898,74;26.473,63;20.937,14;26.709,15;
22-Nov-2011;24.562,11;22.926,03;26.509,30;20.962,75;26.711,03;
21-Nov-2011;24.843,56;23.092,01;26.610,60;20.975,38;26.665,53;
20-Nov-2011;25.055,75;23.242,48;26.699,40;21.000,28;26.646,39;
19-Nov-2011;25.055,75;23.242,48;26.699,40;21.000,28;26.646,39;
18-Nov-2011;25.055,75;23.242,48;26.699,40;21.000,28;26.646,39;
17-Nov-2011;25.273,24;23.377,41;26.796,84;21.032,46;26.614,70;
16-Nov-2011;25.314,80;23.382,01;26.783,28;21.019,56;26.603,71;
15-Nov-2011;25.261,63;23.356,95;26.772,33;21.004,00;26.613,51;
14-Nov-2011;25.215,55;23.330,90;26.791,87;21.046,83;26.684,04;
13-Nov-2011;25.028,17;23.215,35;26.713,24;21.020,33;26.695,77;
12-Nov-2011;25.028,17;23.215,35;26.713,24;21.020,33;26.695,77;
11-Nov-2011;25.028,17;23.215,35;26.713,24;21.020,33;26.695,77;
10-Nov-2011;25.139,45;23.298,49;26.772,90;21.046,02;26.722,79;
09-Nov-2011;25.488,52;23.499,67;26.901,76;21.084,09;26.649,17;
08-Nov-2011;25.370,36;23.399,38;26.803,81;21.032,91;26.575,66;
07-Nov-2011;25.153,44;23.248,31;26.676,10;20.970,26;26.562,77;
06-Nov-2011;25.227,20;23.290,34;26.710,53;20.999,47;26.586,59;
05-Nov-2011;25.227,20;23.290,34;26.710,53;20.999,47;26.586,59;
04-Nov-2011;25.227,20;23.290,34;26.710,53;20.999,47;26.586,59;
03-Nov-2011;25.222,39;23.303,70;26.739,41;21.022,80;26.630,80;
02-Nov-2011;24.962,13;23.141,31;26.636,36;20.980,47;26.579,05;
01-Nov-2011;25.366,79;23.362,26;26.748,75;21.024,27;26.580,99;
31-Oct-2011;25.366,79;23.362,26;26.748,75;21.024,27;26.580,99;
30-Oct-2011;25.366,79;23.362,26;26.748,75;21.024,27;26.580,99;
29-Oct-2011;25.366,79;23.362,26;26.748,75;21.024,27;26.580,99;
28-Oct-2011;25.366,79;23.362,26;26.748,75;21.024,27;26.580,99;
27-Oct-2011;24.898,43;23.114,72;26.683,19;21.089,49;26.891,27;
26-Oct-2011;24.817,40;23.070,47;26.670,44;21.099,22;26.922,83;
25-Oct-2011;24.951,20;23.155,85;26.767,30;21.165,08;26.959,84;
24-Oct-2011;24.631,21;22.932,25;26.617,83;21.117,02;26.980,83;
23-Oct-2011;24.462,32;22.824,93;26.558,74;21.085,90;26.975,01;
22-Oct-2011;24.462,32;22.824,93;26.558,74;21.085,90;26.975,01;
21-Oct-2011;24.462,32;22.824,93;26.558,74;21.085,90;26.975,01;
20-Oct-2011;24.528,56;22.866,07;26.565,26;21.074,57;26.981,27;
19-Oct-2011;24.509,17;22.838,09;26.546,92;21.088,54;27.011,49;
18-Oct-2011;24.373,70;22.749,54;26.448,34;21.023,41;27.013,56;
17-Oct-2011;24.415,77;22.758,02;26.461,72;21.035,44;27.014,29;
16-Oct-2011;24.292,96;22.676,42;26.396,42;21.008,97;27.006,11;
15-Oct-2011;24.292,96;22.676,42;26.396,42;21.008,97;27.006,11;
14-Oct-2011;24.292,96;22.676,42;26.396,42;21.008,97;27.006,11;
13-Oct-2011;24.170,61;22.593,04;26.324,29;20.962,46;26.945,34;
12-Oct-2011;24.065,11;22.519,74;26.307,27;20.979,19;27.009,21;
11-Oct-2011;23.880,46;22.387,42;26.208,82;20.959,41;27.048,20;
10-Oct-2011;23.571,53;22.196,32;26.089,58;20.928,99;27.069,34;
09-Oct-2011;23.571,53;22.196,32;26.089,58;20.928,99;27.069,34;
08-Oct-2011;23.571,53;22.196,32;26.089,58;20.928,99;27.069,34;
07-Oct-2011;23.571,53;22.196,32;26.089,58;20.928,99;27.069,34;
06-Oct-2011;23.243,21;21.962,20;25.941,90;20.894,11;27.127,61;
05-Oct-2011;23.005,82;21.821,76;25.805,01;20.836,25;27.155,13;
04-Oct-2011;23.180,80;22.005,67;25.936,28;20.855,97;27.057,12;
03-Oct-2011;23.593,39;22.246,15;26.100,74;20.898,25;26.996,51;
02-Oct-2011;23.850,14;22.403,62;26.202,44;20.931,89;26.976,54;
01-Oct-2011;23.850,14;22.403,62;26.202,44;20.931,89;26.976,54;
30-Sep-2011;23.837,54;22.403,62;26.202,44;20.931,89;26.976,54;
29-Sep-2011;23.655,69;22.274,40;26.115,28;20.900,78;27.013,74;
28-Sep-2011;23.753,26;22.326,77;26.151,11;20.915,46;27.007,71;
27-Sep-2011;23.356,68;22.040,91;25.939,04;20.857,16;27.030,79;
26-Sep-2011;23.556,08;22.217,54;26.074,88;20.917,44;27.039,98;
25-Sep-2011;23.752,55;22.383,20;26.190,78;20.941,70;27.019,78;
24-Sep-2011;23.752,55;22.383,20;26.190,78;20.941,70;27.019,78;
23-Sep-2011;23.752,55;22.383,20;26.190,78;20.941,70;27.019,78;
22-Sep-2011;24.349,81;22.753,79;26.398,09;20.971,11;26.808,94;
21-Sep-2011;24.412,02;22.773,05;26.436,35;20.988,50;26.875,51;
20-Sep-2011;24.282,96;22.676,92;26.361,17;20.964,58;26.902,13;
19-Sep-2011;24.513,11;22.802,94;26.455,33;20.998,71;26.889,18;
18-Sep-2011;24.513,11;22.802,94;26.455,33;20.998,71;26.889,18;
17-Sep-2011;24.513,11;22.802,94;26.455,33;20.998,71;26.889,18;
16-Sep-2011;24.513,11;22.802,94;26.455,33;20.998,71;26.889,18;
15-Sep-2011;24.298,33;22.667,54;26.368,38;20.964,97;26.928,58;
14-Sep-2011;24.297,41;22.674,90;26.365,45;20.941,77;26.920,58;
13-Sep-2011;24.263,13;22.659,15;26.363,41;20.936,90;26.947,75;
12-Sep-2011;24.460,09;22.813,25;26.496,49;20.973,81;26.895,57;
11-Sep-2011;24.742,67;22.996,55;26.631,96;21.035,89;26.910,95;
10-Sep-2011;24.742,67;22.996,55;26.631,96;21.035,89;26.910,95;
09-Sep-2011;24.742,67;22.996,55;26.631,96;21.035,89;26.910,95;
08-Sep-2011;24.771,34;23.009,43;26.658,65;21.062,03;26.967,83;
07-Sep-2011;24.435,84;22.790,87;26.516,83;21.011,23;27.032,01;
06-Sep-2011;24.516,23;22.829,60;26.517,99;21.001,36;26.940,83;
05-Sep-2011;24.896,86;23.122,87;26.718,69;21.040,52;26.867,09;
04-Sep-2011;25.148,74;23.271,13;26.838,81;21.083,05;26.794,31;
03-Sep-2011;25.148,74;23.271,13;26.838,81;21.083,05;26.794,31;
02-Sep-2011;25.148,74;23.271,13;26.838,81;21.083,05;26.794,31;
01-Sep-2011;25.185,50;23.293,01;26.853,33;21.091,89;26.780,58;
31-Ago-2011;24.953,91;23.142,62;26.765,56;21.069,33;26.825,54;
30-Ago-2011;24.700,06;22.939,85;26.564,47;20.951,11;26.672,04;
29-Ago-2011;24.352,43;22.712,02;26.382,90;20.869,44;26.648,91;
28-Ago-2011;24.300,57;22.678,23;26.335,29;20.827,36;26.593,99;
27-Ago-2011;24.300,57;22.678,23;26.335,29;20.827,36;26.593,99;
26-Ago-2011;24.300,57;22.678,23;26.335,29;20.827,36;26.593,99;
25-Ago-2011;24.475,18;22.786,33;26.409,87;20.851,72;26.569,28;
24-Ago-2011;24.398,22;22.732,76;26.361,23;20.824,24;26.507,42;
23-Ago-2011;24.168,32;22.587,91;26.243,26;20.756,35;26.434,80;
22-Ago-2011;24.211,95;22.622,54;26.263,48;20.765,28;26.344,00;
21-Ago-2011;24.491,28;22.803,83;26.369,18;20.807,33;26.314,34;
20-Ago-2011;24.491,28;22.803,83;26.369,18;20.807,33;26.314,34;
19-Ago-2011;24.491,28;22.803,83;26.369,18;20.807,33;26.314,34;
18-Ago-2011;24.967,88;23.095,05;26.578,62;20.886,98;26.243,19;
17-Ago-2011;24.979,21;23.098,76;26.585,83;20.892,53;26.245,95;
16-Ago-2011;24.919,35;23.046,03;26.534,62;20.865,68;26.235,97;
15-Ago-2011;24.553,52;22.808,01;26.355,10;20.758,22;26.168,59;
14-Ago-2011;24.553,52;22.808,01;26.355,10;20.758,22;26.168,59;
13-Ago-2011;24.553,52;22.808,01;26.355,10;20.758,22;26.168,59;
12-Ago-2011;24.553,52;22.808,01;26.355,10;20.758,22;26.168,59;
11-Ago-2011;24.150,97;22.532,70;26.119,33;20.663,45;26.148,36;
10-Ago-2011;24.373,59;22.630,44;26.168,98;20.690,71;26.096,66;
09-Ago-2011;24.243,89;22.556,07;26.123,72;20.679,45;26.117,19;
08-Ago-2011;24.998,50;23.042,26;26.449,49;20.797,26;26.052,69;
07-Ago-2011;25.371,45;23.276,48;26.596,45;20.845,25;25.979,01;
06-Ago-2011;25.371,45;23.276,48;26.596,45;20.845,25;25.979,01;
05-Ago-2011;25.371,45;23.276,48;26.596,45;20.845,25;25.979,01;
04-Ago-2011;26.017,29;23.689,89;26.880,39;20.962,82;25.938,47;
03-Ago-2011;26.277,11;23.880,86;27.008,70;21.009,87;25.921,16;
02-Ago-2011;26.623,35;24.086,95;27.155,50;21.062,24;25.901,11;
01-Ago-2011;26.481,29;23.967,94;27.052,27;21.019,63;25.867,63;
31-Jul-2011;26.522,26;23.999,76;27.068,29;21.011,73;25.839,00;
30-Jul-2011;26.522,26;23.999,76;27.068,29;21.011,73;25.839,00;
29-Jul-2011;26.521,36;23.999,76;27.068,29;21.011,73;25.839,00;
28-Jul-2011;26.601,90;24.054,23;27.100,48;21.023,60;25.813,10;
27-Jul-2011;26.902,38;24.263,91;27.274,51;21.114,27;25.842,17;
26-Jul-2011;27.021,60;24.357,84;27.364,56;21.151,75;25.852,23;
25-Jul-2011;27.047,71;24.375,65;27.375,56;21.148,62;25.841,90;
24-Jul-2011;26.932,15;24.279,25;27.302,27;21.115,84;25.823,84;
23-Jul-2011;26.932,15;24.279,25;27.302,27;21.115,84;25.823,84;
22-Jul-2011;26.932,15;24.279,25;27.302,27;21.115,84;25.823,84;
21-Jul-2011;26.826,79;24.232,10;27.271,18;21.096,80;25.820,44;
20-Jul-2011;26.773,39;24.209,99;27.256,36;21.083,13;25.787,37;
19-Jul-2011;26.728,89;24.204,68;27.256,19;21.076,42;25.793,34;
18-Jul-2011;26.857,43;24.288,46;27.315,66;21.102,03;25.788,28;
17-Jul-2011;26.833,90;24.264,90;27.286,47;21.076,59;25.767,98;
16-Jul-2011;26.833,90;24.264,90;27.286,47;21.076,59;25.767,98;
15-Jul-2011;26.833,90;24.264,90;27.286,47;21.076,59;25.767,98;
14-Jul-2011;26.937,53;24.339,38;27.351,90;21.110,45;25.779,91;
13-Jul-2011;26.899,59;24.316,65;27.352,28;21.109,79;25.746,89;
12-Jul-2011;27.055,27;24.418,79;27.411,81;21.126,72;25.734,23;
11-Jul-2011;27.262,45;24.529,52;27.493,73;21.164,20;25.707,95;
10-Jul-2011;27.349,16;24.571,85;27.526,13;21.177,53;25.686,88;
09-Jul-2011;27.349,16;24.571,85;27.526,13;21.177,53;25.686,88;
08-Jul-2011;27.349,16;24.571,85;27.526,13;21.177,53;25.686,88;
07-Jul-2011;27.317,83;24.560,78;27.515,05;21.174,81;25.695,76;
06-Jul-2011;27.385,93;24.618,13;27.561,63;21.190,82;25.697,65;
05-Jul-2011;27.392,77;24.622,04;27.560,68;21.188,16;25.684,28;
04-Jul-2011;27.274,18;24.530,83;27.503,72;21.165,08;25.667,44;
03-Jul-2011;27.145,34;24.453,91;27.443,11;21.127,87;25.645,67;
02-Jul-2011;27.145,34;24.453,91;27.443,11;21.127,87;25.645,67;
01-Jul-2011;27.145,34;24.453,91;27.443,11;21.127,87;25.645,67;
30-Jun-2011;27.049,18;24.398,49;27.411,26;21.106,63;25.650,46;
29-Jun-2011;26.888,92;24.306,22;27.346,26;21.089,24;25.651,40;
28-Jun-2011;26.690,20;24.168,59;27.230,56;21.036,27;25.640,74;
27-Jun-2011;26.677,63;24.150,78;27.239,57;21.042,52;25.650,69;
26-Jun-2011;26.677,63;24.150,78;27.239,57;21.042,52;25.650,69;
25-Jun-2011;26.677,63;24.150,78;27.239,57;21.042,52;25.650,69;
24-Jun-2011;26.677,63;24.150,78;27.239,57;21.042,52;25.650,69;
23-Jun-2011;26.734,03;24.199,18;27.259,24;21.057,76;25.667,38;
22-Jun-2011;26.689,36;24.156,13;27.209,07;21.037,51;25.660,67;
21-Jun-2011;26.521,95;24.042,35;27.122,14;20.996,31;25.654,57;
20-Jun-2011;26.459,15;24.000,93;27.103,16;21.009,63;25.774,46;
19-Jun-2011;26.457,27;23.985,96;27.082,65;20.994,58;25.753,25;
18-Jun-2011;26.457,27;23.985,96;27.082,65;20.994,58;25.753,25;
17-Jun-2011;26.457,27;23.985,96;27.082,65;20.994,58;25.753,25;
16-Jun-2011;26.575,85;24.079,09;27.142,52;21.022,23;25.764,52;
15-Jun-2011;26.810,46;24.247,29;27.285,74;21.089,99;25.793,89;
14-Jun-2011;26.733,27;24.215,02;27.272,33;21.088,55;25.830,28;
13-Jun-2011;26.832,10;24.289,58;27.334,92;21.107,81;25.838,86;
12-Jun-2011;27.038,94;24.433,67;27.456,83;21.187,71;26.104,32;
11-Jun-2011;27.038,94;24.433,67;27.456,83;21.187,71;26.104,32;
10-Jun-2011;27.038,94;24.433,67;27.456,83;21.187,71;26.104,32;
09-Jun-2011;27.056,84;24.463,96;27.506,56;21.207,94;26.093,89;
08-Jun-2011;27.162,59;24.537,01;27.563,63;21.234,18;26.104,65;
07-Jun-2011;27.204,00;24.567,07;27.583,64;21.233,76;26.104,79;
06-Jun-2011;27.370,57;24.681,84;27.676,81;21.276,47;26.131,32;
05-Jun-2011;27.396,41;24.682,59;27.668,61;21.266,03;26.113,79;
04-Jun-2011;27.396,41;24.682,59;27.668,61;21.266,03;26.113,79;
03-Jun-2011;27.396,41;24.682,59;27.668,61;21.266,03;26.113,79;
02-Jun-2011;27.418,37;24.694,90;27.661,44;21.250,49;26.101,50;
01-Jun-2011;27.508,20;24.738,67;27.696,47;21.260,83;26.092,66;
31-May-2011;27.334,84;24.628,28;27.610,99;21.224,15;26.087,23;
30-May-2011;27.311,23;24.608,18;27.590,91;21.216,61;26.084,08;
29-May-2011;27.180,39;24.522,50;27.527,05;21.184,41;26.072,18;
28-May-2011;27.180,39;24.522,50;27.527,05;21.184,41;26.072,18;
27-May-2011;27.180,39;24.522,50;27.527,05;21.184,41;26.072,18;
26-May-2011;27.026,84;24.425,15;27.458,58;21.161,84;26.081,28;
25-May-2011;27.018,19;24.420,63;27.448,99;21.149,29;26.076,40;
24-May-2011;26.975,79;24.394,53;27.440,15;21.142,75;26.076,44;
23-May-2011;27.183,70;24.530,91;27.524,79;21.171,57;26.076,80;
22-May-2011;27.306,70;24.599,43;27.590,93;21.197,46;26.061,71;
21-May-2011;27.306,70;24.599,43;27.590,93;21.197,46;26.061,71;
20-May-2011;27.306,70;24.599,43;27.590,93;21.197,46;26.061,71;
19-May-2011;27.368,88;24.646,39;27.616,06;21.212,27;26.042,07;
18-May-2011;27.289,75;24.598,58;27.573,00;21.195,88;26.024,20;
17-May-2011;27.192,95;24.534,66;27.507,28;21.155,94;26.009,51;
16-May-2011;27.161,04;24.498,83;27.464,64;21.134,14;25.994,01;
15-May-2011;27.360,06;24.626,41;27.582,62;21.204,64;26.025,71;
14-May-2011;27.360,06;24.626,41;27.582,62;21.204,64;26.025,71;
13-May-2011;27.360,06;24.626,41;27.582,62;21.204,64;26.025,71;
12-May-2011;27.495,67;24.708,11;27.634,59;21.214,46;26.018,14;
11-May-2011;27.538,64;24.721,40;27.661,84;21.228,48;26.020,76;
10-May-2011;27.458,61;24.668,75;27.627,85;21.220,33;26.022,69;
09-May-2011;27.362,15;24.598,45;27.555,62;21.189,86;26.015,97;
08-May-2011;27.283,81;24.554,39;27.529,62;21.159,64;25.986,25;
07-May-2011;27.283,81;24.554,39;27.529,62;21.159,64;25.986,25;
06-May-2011;27.283,81;24.554,39;27.529,62;21.159,64;25.986,25;
05-May-2011;27.320,60;24.559,63;27.499,21;21.148,26;25.944,97;
04-May-2011;27.587,30;24.730,70;27.631,56;21.201,31;25.959,60;
03-May-2011;27.757,77;24.828,39;27.690,54;21.221,89;25.957,61;
02-May-2011;27.661,61;24.761,41;27.626,77;21.193,99;25.968,26;
01-May-2011;27.577,74;24.680,64;27.551,93;21.140,49;25.932,32;
30-Abr-2011;27.577,74;24.680,64;27.551,93;21.140,49;25.932,32;
29-Abr-2011;27.577,74;24.680,64;27.551,93;21.140,49;25.932,32;
28-Abr-2011;27.700,63;24.758,43;27.597,50;21.153,76;25.928,69;
27-Abr-2011;27.761,91;24.796,63;27.629,71;21.167,00;25.925,41;
26-Abr-2011;27.760,70;24.794,48;27.616,63;21.148,91;25.899,17;
25-Abr-2011;27.744,26;24.776,22;27.592,36;21.139,08;25.887,53;
24-Abr-2011;27.647,58;24.704,20;27.538,28;21.110,13;25.866,92;
23-Abr-2011;27.647,58;24.704,20;27.538,28;21.110,13;25.866,92;
22-Abr-2011;27.647,58;24.704,20;27.538,28;21.110,13;25.866,92;
21-Abr-2011;27.647,58;24.704,20;27.538,28;21.110,13;25.866,92;
20-Abr-2011;27.363,96;24.519,31;27.402,60;21.055,51;25.850,16;
19-Abr-2011;27.312,60;24.478,85;27.363,97;21.032,32;25.850,83;
18-Abr-2011;27.489,80;24.580,25;27.438,59;21.053,19;25.819,57;
17-Abr-2011;27.413,29;24.521,12;27.381,95;21.017,69;25.793,48;
16-Abr-2011;27.413,29;24.521,12;27.381,95;21.017,69;25.793,48;
15-Abr-2011;27.413,29;24.521,12;27.381,95;21.017,69;25.793,48;
14-Abr-2011;27.429,24;24.537,31;27.379,60;21.009,77;25.772,50;
13-Abr-2011;27.425,96;24.529,55;27.371,93;21.008,40;25.762,46;
12-Abr-2011;27.640,60;24.676,05;27.477,92;21.051,02;25.760,80;
11-Abr-2011;27.706,96;24.710,19;27.503,52;21.050,10;25.747,27;
10-Abr-2011;27.768,16;24.751,74;27.533,55;21.049,31;25.731,23;
09-Abr-2011;27.768,16;24.751,74;27.533,55;21.049,31;25.731,23;
08-Abr-2011;27.768,16;24.751,74;27.533,55;21.049,31;25.731,23;
07-Abr-2011;27.811,31;24.784,70;27.549,68;21.053,63;25.712,55;
06-Abr-2011;27.727,50;24.723,40;27.492,67;21.023,30;25.685,90;
05-Abr-2011;27.660,81;24.668,89;27.440,01;20.999,25;25.677,59;
04-Abr-2011;27.570,76;24.599,71;27.387,83;20.981,22;25.637,62;
03-Abr-2011;27.372,48;24.457,73;27.276,57;20.931,73;25.608,26;
02-Abr-2011;27.372,48;24.457,73;27.276,57;20.931,73;25.608,26;
01-Abr-2011;27.372,48;24.457,73;27.276,57;20.931,73;25.608,26;
31-Mar-2011;27.288,45;24.406,82;27.252,07;20.933,11;25.663,67;
30-Mar-2011;27.046,22;24.230,00;27.118,16;20.858,14;25.625,32;
29-Mar-2011;26.990,72;24.217,88;27.107,08;20.861,23;25.610,33;
28-Mar-2011;27.032,70;24.238,19;27.107,10;20.850,50;25.599,65;
27-Mar-2011;26.968,78;24.193,20;27.060,63;20.835,35;25.580,09;
26-Mar-2011;26.968,78;24.193,20;27.060,63;20.835,35;25.580,09;
25-Mar-2011;26.968,78;24.193,20;27.060,63;20.835,35;25.580,09;
24-Mar-2011;26.818,77;24.092,98;26.978,01;20.801,94;25.566,18;
23-Mar-2011;26.611,90;23.945,48;26.860,50;20.757,07;25.543,57;
22-Mar-2011;26.453,77;23.805,79;26.745,73;20.708,07;25.528,53;
21-Mar-2011;26.208,29;23.646,23;26.611,53;20.650,01;25.513,23;
20-Mar-2011;26.237,81;23.671,06;26.618,54;20.633,17;25.494,80;
19-Mar-2011;26.237,81;23.671,06;26.618,54;20.633,17;25.494,80;
18-Mar-2011;26.237,81;23.671,06;26.618,54;20.633,17;25.494,80;
17-Mar-2011;26.165,82;23.608,73;26.539,16;20.567,53;25.390,40;
16-Mar-2011;26.264,40;23.653,26;26.569,14;20.603,53;25.394,06;
15-Mar-2011;26.434,34;23.729,06;26.614,50;20.607,64;25.390,65;
14-Mar-2011;26.448,34;23.743,21;26.634,34;20.620,49;25.359,49;
13-Mar-2011;26.586,46;23.853,07;26.715,56;20.640,21;25.342,13;
12-Mar-2011;26.586,46;23.853,07;26.715,56;20.640,21;25.342,13;
11-Mar-2011;26.586,46;23.853,07;26.715,56;20.640,21;25.342,13;
10-Mar-2011;26.756,33;23.948,61;26.776,57;20.664,04;25.335,31;
09-Mar-2011;26.772,59;23.962,22;26.787,36;20.659,36;25.308,56;
08-Mar-2011;26.628,44;23.872,60;26.722,29;20.620,10;25.291,98;
07-Mar-2011;26.749,01;23.951,95;26.792,69;20.642,14;25.335,73;
06-Mar-2011;26.661,79;23.871,83;26.722,75;20.619,01;25.324,36;
05-Mar-2011;26.661,79;23.871,83;26.722,75;20.619,01;25.324,36;
04-Mar-2011;26.661,79;23.871,83;26.722,75;20.619,01;25.324,36;
03-Mar-2011;26.461,24;23.745,62;26.631,05;20.598,92;25.339,35;
02-Mar-2011;26.433,25;23.739,84;26.610,26;20.570,81;25.267,93;
01-Mar-2011;26.443,00;23.710,67;26.572,23;20.544,81;25.192,13;
28-Feb-2011;26.254,88;23.571,96;26.454,15;20.491,04;25.189,40;
27-Feb-2011;26.066,99;23.418,94;26.303,26;20.391,00;25.037,77;
26-Feb-2011;26.066,99;23.418,94;26.303,26;20.391,00;25.037,77;
25-Feb-2011;26.066,99;23.418,94;26.303,26;20.391,00;25.037,77;
24-Feb-2011;26.052,46;23.418,60;26.298,09;20.370,95;25.025,79;
23-Feb-2011;26.174,35;23.502,75;26.366,27;20.390,76;25.034,85;
22-Feb-2011;26.474,67;23.681,32;26.480,11;20.427,45;25.022,68;
21-Feb-2011;26.511,62;23.705,33;26.498,23;20.429,26;24.970,51;
20-Feb-2011;26.589,85;23.771,27;26.552,10;20.448,91;24.957,65;
19-Feb-2011;26.589,85;23.771,27;26.552,10;20.448,91;24.957,65;
18-Feb-2011;26.589,85;23.771,27;26.552,10;20.448,91;24.957,65;
17-Feb-2011;26.593,13;23.790,88;26.562,25;20.443,49;24.903,94;
16-Feb-2011;26.474,25;23.723,08;26.518,54;20.410,27;24.882,30;
15-Feb-2011;26.445,19;23.702,04;26.500,52;20.400,04;24.899,33;
14-Feb-2011;26.305,89;23.589,64;26.434,88;20.383,51;24.890,87;
13-Feb-2011;26.222,87;23.510,28;26.360,64;20.360,12;24.867,59;
12-Feb-2011;26.222,87;23.510,28;26.360,64;20.360,12;24.867,59;
11-Feb-2011;26.222,87;23.510,28;26.360,64;20.360,12;24.867,59;
10-Feb-2011;26.483,04;23.680,45;26.496,49;20.414,55;24.873,82;
09-Feb-2011;26.801,78;23.903,64;26.670,21;20.477,52;24.881,75;
08-Feb-2011;26.822,60;23.929,49;26.689,86;20.474,73;24.876,18;
07-Feb-2011;26.817,30;23.915,09;26.655,06;20.445,39;24.874,39;
06-Feb-2011;26.920,80;23.981,05;26.706,12;20.470,56;24.841,02;
05-Feb-2011;26.920,80;23.981,05;26.706,12;20.470,56;24.841,02;
04-Feb-2011;26.920,80;23.981,05;26.706,12;20.470,56;24.841,02;
03-Feb-2011;27.027,66;24.079,37;26.798,70;20.498,32;24.838,72;
02-Feb-2011;27.007,01;24.069,41;26.796,13;20.488,46;24.842,78;
01-Feb-2011;26.836,36;23.965,68;26.716,46;20.445,67;24.808,80;
31-Ene-2011;26.889,99;24.004,12;26.735,53;20.450,37;24.805,53;
30-Ene-2011;27.291,29;24.272,25;26.952,76;20.559,58;24.912,55;
29-Ene-2011;27.291,29;24.272,25;26.952,76;20.559,58;24.912,55;
28-Ene-2011;27.291,29;24.272,25;26.952,76;20.559,58;24.912,55;
27-Ene-2011;27.477,69;24.410,02;27.081,86;20.623,12;24.947,11;
26-Ene-2011;27.409,35;24.368,28;27.058,68;20.616,53;24.946,46;
25-Ene-2011;27.448,22;24.398,93;27.083,21;20.626,43;24.951,24;
24-Ene-2011;27.462,32;24.409,99;27.084,61;20.618,62;24.939,82;
23-Ene-2011;27.566,91;24.467,74;27.116,11;20.617,19;24.923,21;
22-Ene-2011;27.566,91;24.467,74;27.116,11;20.617,19;24.923,21;
21-Ene-2011;27.566,91;24.467,74;27.116,11;20.617,19;24.923,21;
20-Ene-2011;27.729,44;24.582,65;27.212,60;20.661,33;24.947,99;
