Fecha; FondoA; FondoB; FondoC; FondoD; FondoE;
11-Feb-2015;35.171,85;31.327,39;36.419,33;28.324,37;35.186,81;
10-Feb-2015;35.079,93;31.288,98;36.389,01;28.300,79;35.172,22;
09-Feb-2015;35.128,16;31.326,08;36.416,78;28.306,24;35.168,44;
08-Feb-2015;35.272,20;31.416,15;36.482,88;28.312,40;35.141,25;
07-Feb-2015;35.272,20;31.416,15;36.482,88;28.312,40;35.141,25;
06-Feb-2015;35.272,20;31.416,15;36.482,88;28.312,40;35.141,25;
05-Feb-2015;35.256,51;31.407,07;36.470,50;28.297,20;35.116,39;
04-Feb-2015;35.220,91;31.366,66;36.427,90;28.273,92;35.114,64;
03-Feb-2015;35.119,08;31.293,97;36.378,41;28.258,24;35.087,30;
02-Feb-2015;34.959,86;31.179,55;36.288,20;28.211,36;35.032,81;
01-Feb-2015;35.017,33;31.207,40;36.296,75;28.204,05;35.024,52;
31-Ene-2015;35.017,33;31.207,40;36.296,75;28.204,05;35.024,52;
30-Ene-2015;35.017,33;31.207,40;36.296,75;28.204,05;35.024,52;
29-Ene-2015;34.873,39;31.112,04;36.192,45;28.122,67;34.945,50;
28-Ene-2015;35.049,83;31.205,24;36.269,82;28.146,23;34.990,19;
27-Ene-2015;35.200,52;31.285,28;36.295,76;28.159,41;34.931,44;
26-Ene-2015;35.227,56;31.307,59;36.305,09;28.153,30;34.929,84;
25-Ene-2015;35.113,59;31.206,99;36.213,49;28.107,43;34.929,15;
24-Ene-2015;35.113,59;31.206,99;36.213,49;28.107,43;34.929,15;
23-Ene-2015;35.113,59;31.206,99;36.213,49;28.107,43;34.929,15;
22-Ene-2015;34.890,32;31.053,45;36.075,10;28.047,83;34.887,50;
21-Ene-2015;34.626,50;30.875,07;35.943,18;27.993,77;34.875,41;
20-Ene-2015;34.614,98;30.853,85;35.912,89;27.976,13;34.864,64;
19-Ene-2015;34.532,72;30.812,02;35.875,49;27.953,27;34.861,13;
18-Ene-2015;34.318,71;30.674,90;35.764,96;27.883,65;34.817,57;
17-Ene-2015;34.318,71;30.674,90;35.764,96;27.883,65;34.817,57;
16-Ene-2015;34.318,71;30.674,90;35.764,96;27.883,65;34.817,57;
15-Ene-2015;34.403,23;30.716,31;35.793,97;27.890,85;34.812,38;
14-Ene-2015;34.232,97;30.600,49;35.671,77;27.817,12;34.757,98;
13-Ene-2015;34.133,97;30.531,26;35.607,94;27.791,74;34.748,51;
12-Ene-2015;34.132,32;30.526,00;35.593,37;27.787,55;34.762,82;
11-Ene-2015;34.131,69;30.505,71;35.561,25;27.775,82;34.765,15;
10-Ene-2015;34.131,69;30.505,71;35.561,25;27.775,82;34.765,15;
09-Ene-2015;34.131,69;30.505,71;35.561,25;27.775,82;34.765,15;
08-Ene-2015;33.809,64;30.314,02;35.418,34;27.702,35;34.732,02;
07-Ene-2015;33.698,29;30.249,88;35.389,42;27.689,14;34.721,49;
06-Ene-2015;33.999,62;30.457,75;35.551,28;27.759,43;34.716,37;
05-Ene-2015;34.211,67;30.586,95;35.637,41;27.792,44;34.725,28;
04-Ene-2015;34.001,79;30.447,00;35.522,22;27.735,63;34.706,90;
03-Ene-2015;34.001,79;30.447,00;35.522,22;27.735,63;34.706,90;
02-Ene-2015;34.001,79;30.447,00;35.522,22;27.735,63;34.706,90;
01-Ene-2015;34.042,23;30.459,06;35.533,46;27.749,61;34.719,19;
31-Dic-2014;34.042,23;30.459,06;35.533,46;27.749,61;34.719,19;
30-Dic-2014;34.102,24;30.502,18;35.543,54;27.735,92;34.691,53;
29-Dic-2014;34.039,75;30.449,50;35.503,93;27.731,76;34.695,31;
28-Dic-2014;33.998,16;30.421,23;35.489,95;27.743,94;34.707,88;
27-Dic-2014;33.998,16;30.421,23;35.489,95;27.743,94;34.707,88;
26-Dic-2014;33.998,16;30.421,23;35.489,95;27.743,94;34.707,88;
25-Dic-2014;33.958,23;30.396,26;35.461,77;27.735,39;34.704,83;
24-Dic-2014;33.958,23;30.396,26;35.461,77;27.735,39;34.704,83;
23-Dic-2014;34.030,67;30.442,42;35.492,72;27.750,55;34.719,49;
22-Dic-2014;33.966,79;30.399,03;35.456,24;27.722,55;34.707,70;
21-Dic-2014;33.871,57;30.334,82;35.409,90;27.699,86;34.706,94;
20-Dic-2014;33.871,57;30.334,82;35.409,90;27.699,86;34.706,94;
19-Dic-2014;33.871,57;30.334,82;35.409,90;27.699,86;34.706,94;
18-Dic-2014;33.613,55;30.162,08;35.264,40;27.622,04;34.672,43;
17-Dic-2014;33.420,25;30.066,85;35.208,05;27.597,96;34.646,29;
16-Dic-2014;33.625,46;30.202,19;35.300,83;27.628,38;34.636,69;
15-Dic-2014;33.925,22;30.403,71;35.456,91;27.700,65;34.661,15;
14-Dic-2014;34.132,35;30.523,04;35.540,31;27.738,13;34.661,98;
13-Dic-2014;34.132,35;30.523,04;35.540,31;27.738,13;34.661,98;
12-Dic-2014;34.132,35;30.523,04;35.540,31;27.738,13;34.661,98;
11-Dic-2014;34.244,69;30.606,51;35.594,73;27.741,20;34.622,72;
10-Dic-2014;34.436,64;30.724,92;35.686,04;27.787,61;34.636,58;
09-Dic-2014;34.567,25;30.828,44;35.764,44;27.813,45;34.650,02;
08-Dic-2014;34.715,91;30.894,94;35.794,19;27.817,86;34.609,42;
07-Dic-2014;34.715,91;30.894,94;35.794,19;27.817,86;34.609,42;
06-Dic-2014;34.715,91;30.894,94;35.794,19;27.817,86;34.609,42;
05-Dic-2014;34.715,91;30.894,94;35.794,19;27.817,86;34.609,42;
04-Dic-2014;34.730,73;30.901,55;35.806,36;27.833,89;34.634,50;
03-Dic-2014;34.805,98;30.965,90;35.861,84;27.857,79;34.644,22;
02-Dic-2014;34.616,94;30.844,08;35.764,26;27.810,10;34.618,83;
01-Dic-2014;34.665,60;30.880,55;35.783,41;27.811,43;34.623,71;
30-Nov-2014;34.519,02;30.766,36;35.666,61;27.753,50;34.611,83;
29-Nov-2014;34.519,02;30.766,36;35.666,61;27.753,50;34.611,83;
28-Nov-2014;34.519,02;30.766,36;35.666,61;27.753,50;34.611,83;
27-Nov-2014;34.566,07;30.788,77;35.678,25;27.749,06;34.590,25;
26-Nov-2014;34.371,10;30.647,60;35.554,27;27.688,32;34.537,35;
25-Nov-2014;34.260,70;30.570,57;35.476,28;27.651,19;34.530,71;
24-Nov-2014;34.158,85;30.504,06;35.426,63;27.617,53;34.505,18;
23-Nov-2014;34.106,96;30.468,87;35.396,27;27.595,93;34.470,84;
22-Nov-2014;34.106,96;30.468,87;35.396,27;27.595,93;34.470,84;
21-Nov-2014;34.106,96;30.468,87;35.396,27;27.595,93;34.470,84;
20-Nov-2014;34.055,15;30.433,06;35.342,43;27.560,73;34.411,78;
19-Nov-2014;33.906,02;30.322,94;35.243,80;27.516,37;34.385,99;
18-Nov-2014;33.785,00;30.246,16;35.168,52;27.471,95;34.348,84;
17-Nov-2014;33.899,52;30.322,01;35.219,11;27.492,43;34.332,99;
16-Nov-2014;33.854,76;30.288,33;35.170,32;27.462,56;34.297,30;
15-Nov-2014;33.854,76;30.288,33;35.170,32;27.462,56;34.297,30;
14-Nov-2014;33.854,76;30.288,33;35.170,32;27.462,56;34.297,30;
13-Nov-2014;33.775,85;30.219,29;35.096,52;27.421,43;34.276,66;
12-Nov-2014;33.666,19;30.130,63;35.016,57;27.388,35;34.255,52;
11-Nov-2014;33.505,04;30.019,43;34.908,10;27.332,82;34.238,52;
10-Nov-2014;33.520,82;30.035,45;34.929,43;27.343,73;34.237,31;
09-Nov-2014;33.584,96;30.069,51;34.941,44;27.328,38;34.197,10;
08-Nov-2014;33.584,96;30.069,51;34.941,44;27.328,38;34.197,10;
07-Nov-2014;33.584,96;30.069,51;34.941,44;27.328,38;34.197,10;
06-Nov-2014;33.604,66;30.091,52;34.963,06;27.336,72;34.221,05;
05-Nov-2014;33.522,76;30.037,29;34.929,08;27.323,04;34.219,48;
04-Nov-2014;33.370,05;29.926,34;34.822,58;27.283,15;34.211,51;
03-Nov-2014;33.208,05;29.798,36;34.720,34;27.243,67;34.211,48;
02-Nov-2014;32.792,08;29.530,30;34.493,78;27.123,23;34.158,39;
01-Nov-2014;32.792,08;29.530,30;34.493,78;27.123,23;34.158,39;
31-Oct-2014;32.792,08;29.530,30;34.493,78;27.123,23;34.158,39;
30-Oct-2014;32.792,08;29.530,30;34.493,78;27.123,23;34.158,39;
29-Oct-2014;32.848,43;29.553,80;34.493,17;27.106,81;34.110,29;
28-Oct-2014;32.691,52;29.471,74;34.451,37;27.088,60;34.101,31;
27-Oct-2014;32.796,19;29.539,58;34.484,47;27.089,47;34.088,09;
26-Oct-2014;32.724,15;29.492,76;34.434,47;27.055,17;34.048,66;
25-Oct-2014;32.724,15;29.492,76;34.434,47;27.055,17;34.048,66;
24-Oct-2014;32.724,15;29.492,76;34.434,47;27.055,17;34.048,66;
23-Oct-2014;32.625,66;29.413,30;34.353,99;27.007,85;34.005,30;
22-Oct-2014;32.592,75;29.347,90;34.256,62;26.947,22;33.933,42;
21-Oct-2014;32.501,25;29.289,71;34.200,50;26.915,27;33.900,38;
20-Oct-2014;32.373,29;29.208,46;34.121,96;26.865,95;33.873,03;
19-Oct-2014;32.309,24;29.176,52;34.098,25;26.832,31;33.838,45;
18-Oct-2014;32.309,24;29.176,52;34.098,25;26.832,31;33.838,45;
17-Oct-2014;32.309,24;29.176,52;34.098,25;26.832,31;33.838,45;
16-Oct-2014;32.389,71;29.221,60;34.109,82;26.847,60;33.834,10;
15-Oct-2014;32.570,81;29.339,96;34.177,59;26.852,68;33.796,60;
14-Oct-2014;32.604,07;29.352,83;34.146,10;26.798,98;33.681,08;
13-Oct-2014;32.870,61;29.526,78;34.280,08;26.872,41;33.700,09;
12-Oct-2014;33.150,58;29.700,76;34.388,53;26.904,07;33.660,67;
11-Oct-2014;33.150,58;29.700,76;34.388,53;26.904,07;33.660,67;
10-Oct-2014;33.150,58;29.700,76;34.388,53;26.904,07;33.660,67;
09-Oct-2014;33.454,86;29.873,44;34.511,05;26.939,60;33.639,13;
08-Oct-2014;33.483,12;29.913,39;34.550,21;26.949,43;33.612,37;
07-Oct-2014;33.681,72;30.022,20;34.649,43;27.011,22;33.667,81;
06-Oct-2014;33.498,61;29.903,23;34.576,76;26.996,52;33.663,08;
05-Oct-2014;33.217,75;29.738,89;34.443,53;26.955,86;33.656,90;
04-Oct-2014;33.217,75;29.738,89;34.443,53;26.955,86;33.656,90;
03-Oct-2014;33.217,75;29.738,89;34.443,53;26.955,86;33.656,90;
02-Oct-2014;33.417,61;29.886,69;34.579,95;27.018,92;33.687,89;
01-Oct-2014;33.726,21;30.081,17;34.745,16;27.099,19;33.742,06;
30-Sep-2014;33.931,05;30.203,20;34.853,16;27.145,36;33.759,09;
29-Sep-2014;34.091,03;30.344,88;34.999,95;27.235,44;33.858,46;
28-Sep-2014;34.082,87;30.345,34;35.000,24;27.227,21;33.847,65;
27-Sep-2014;34.082,87;30.345,34;35.000,24;27.227,21;33.847,65;
26-Sep-2014;34.082,87;30.345,34;35.000,24;27.227,21;33.847,65;
25-Sep-2014;34.289,42;30.457,67;35.082,58;27.269,77;33.878,51;
24-Sep-2014;34.274,29;30.459,10;35.076,08;27.248,52;33.857,57;
23-Sep-2014;34.482,14;30.605,37;35.210,42;27.319,61;33.896,76;
22-Sep-2014;34.481,74;30.591,18;35.187,69;27.301,98;33.895,04;
21-Sep-2014;34.388,57;30.501,89;35.093,62;27.248,31;33.862,27;
20-Sep-2014;34.388,57;30.501,89;35.093,62;27.248,31;33.862,27;
19-Sep-2014;34.388,57;30.501,89;35.093,62;27.248,31;33.862,27;
18-Sep-2014;34.388,57;30.501,89;35.093,62;27.248,31;33.862,27;
17-Sep-2014;34.388,57;30.501,89;35.093,62;27.248,31;33.862,27;
16-Sep-2014;34.374,20;30.500,30;35.093,67;27.246,18;33.837,76;
15-Sep-2014;34.381,14;30.512,40;35.091,76;27.213,31;33.804,38;
14-Sep-2014;34.514,27;30.621,84;35.221,15;27.308,66;33.899,97;
13-Sep-2014;34.514,27;30.621,84;35.221,15;27.308,66;33.899,97;
12-Sep-2014;34.514,27;30.621,84;35.221,15;27.308,66;33.899,97;
11-Sep-2014;34.593,44;30.681,64;35.279,95;27.322,06;33.906,10;
10-Sep-2014;34.764,13;30.795,68;35.366,78;27.343,37;33.888,67;
09-Sep-2014;34.632,52;30.699,46;35.266,27;27.297,96;33.887,82;
08-Sep-2014;34.741,47;30.763,50;35.321,62;27.315,99;33.903,61;
07-Sep-2014;34.947,45;30.949,19;35.536,79;27.469,89;34.091,13;
06-Sep-2014;34.947,45;30.949,19;35.536,79;27.469,89;34.091,13;
05-Sep-2014;34.947,45;30.949,19;35.536,79;27.469,89;34.091,13;
04-Sep-2014;34.887,57;30.927,31;35.591,08;27.551,84;34.256,16;
03-Sep-2014;34.813,19;30.867,02;35.557,31;27.570,34;34.298,34;
02-Sep-2014;34.619,85;30.733,89;35.434,85;27.517,67;34.281,22;
01-Sep-2014;34.651,15;30.740,67;35.435,03;27.518,59;34.278,75;
31-Ago-2014;34.715,90;30.768,45;35.464,27;27.529,74;34.273,38;
30-Ago-2014;34.715,90;30.768,45;35.464,27;27.529,74;34.273,38;
29-Ago-2014;34.715,90;30.768,45;35.464,27;27.529,74;34.273,38;
28-Ago-2014;34.589,42;30.670,00;35.358,72;27.459,65;34.188,10;
27-Ago-2014;34.378,03;30.533,74;35.249,27;27.412,49;34.194,73;
26-Ago-2014;34.262,17;30.462,19;35.195,77;27.384,62;34.173,12;
25-Ago-2014;34.209,44;30.430,87;35.167,12;27.361,73;34.151,86;
24-Ago-2014;34.237,11;30.447,41;35.176,29;27.363,19;34.147,12;
23-Ago-2014;34.237,11;30.447,41;35.176,29;27.363,19;34.147,12;
22-Ago-2014;34.237,11;30.447,41;35.176,29;27.363,19;34.147,12;
21-Ago-2014;34.164,47;30.385,87;35.062,60;27.261,58;34.018,94;
20-Ago-2014;33.945,55;30.230,34;34.909,99;27.178,83;33.961,78;
19-Ago-2014;33.703,86;30.067,52;34.721,56;27.048,31;33.832,58;
18-Ago-2014;33.588,81;29.999,87;34.670,01;27.020,29;33.820,55;
17-Ago-2014;33.448,90;29.895,03;34.572,25;26.945,70;33.746,23;
16-Ago-2014;33.448,90;29.895,03;34.572,25;26.945,70;33.746,23;
15-Ago-2014;33.448,90;29.895,03;34.572,25;26.945,70;33.746,23;
14-Ago-2014;33.448,90;29.895,03;34.572,25;26.945,70;33.746,23;
13-Ago-2014;33.290,09;29.755,86;34.406,46;26.849,66;33.623,73;
12-Ago-2014;33.174,45;29.670,93;34.324,71;26.801,69;33.589,96;
11-Ago-2014;33.038,87;29.569,81;34.238,95;26.756,07;33.548,44;
10-Ago-2014;32.977,38;29.552,98;34.215,07;26.731,26;33.499,54;
09-Ago-2014;32.977,38;29.552,98;34.215,07;26.731,26;33.499,54;
08-Ago-2014;32.977,38;29.552,98;34.215,07;26.731,26;33.499,54;
07-Ago-2014;33.158,34;29.653,58;34.258,09;26.724,27;33.440,75;
06-Ago-2014;33.223,40;29.679,34;34.248,98;26.703,09;33.387,19;
05-Ago-2014;33.142,64;29.598,23;34.165,40;26.657,05;33.353,14;
04-Ago-2014;32.998,73;29.490,14;34.081,27;26.624,81;33.325,12;
03-Ago-2014;33.115,36;29.577,88;34.146,42;26.650,77;33.316,02;
02-Ago-2014;33.115,36;29.577,88;34.146,42;26.650,77;33.316,02;
01-Ago-2014;33.115,36;29.577,88;34.146,42;26.650,77;33.316,02;
31-Jul-2014;33.365,64;29.735,08;34.263,19;26.702,67;33.337,74;
30-Jul-2014;33.203,72;29.622,80;34.157,37;26.639,04;33.304,24;
29-Jul-2014;33.128,57;29.565,73;34.102,10;26.614,61;33.296,09;
28-Jul-2014;33.143,80;29.570,38;34.095,76;26.605,23;33.294,87;
27-Jul-2014;33.210,27;29.617,07;34.131,58;26.613,12;33.293,45;
26-Jul-2014;33.210,27;29.617,07;34.131,58;26.613,12;33.293,45;
25-Jul-2014;33.210,27;29.617,07;34.131,58;26.613,12;33.293,45;
24-Jul-2014;33.209,31;29.608,94;34.117,41;26.609,82;33.287,08;
23-Jul-2014;33.141,93;29.559,22;34.051,87;26.557,54;33.223,25;
22-Jul-2014;33.057,44;29.506,97;34.015,18;26.544,84;33.219,83;
21-Jul-2014;33.131,48;29.562,10;34.058,60;26.580,81;33.227,60;
20-Jul-2014;32.878,78;29.413,25;33.936,24;26.525,73;33.179,42;
19-Jul-2014;32.878,78;29.413,25;33.936,24;26.525,73;33.179,42;
18-Jul-2014;32.878,78;29.413,25;33.936,24;26.525,73;33.179,42;
17-Jul-2014;32.834,96;29.368,89;33.883,94;26.493,69;33.174,43;
16-Jul-2014;32.687,20;29.279,89;33.802,06;26.445,97;33.140,88;
15-Jul-2014;32.687,20;29.279,89;33.802,06;26.445,97;33.140,88;
14-Jul-2014;32.586,37;29.209,40;33.750,09;26.411,22;33.112,91;
13-Jul-2014;32.550,60;29.182,45;33.730,93;26.396,16;33.080,44;
12-Jul-2014;32.550,60;29.182,45;33.730,93;26.396,16;33.080,44;
11-Jul-2014;32.550,60;29.182,45;33.730,93;26.396,16;33.080,44;
10-Jul-2014;32.617,02;29.218,00;33.754,51;26.404,46;33.074,61;
09-Jul-2014;32.496,64;29.119,41;33.666,08;26.367,98;33.044,70;
08-Jul-2014;32.481,86;29.090,09;33.626,60;26.360,96;33.042,91;
07-Jul-2014;32.460,82;29.066,88;33.603,77;26.350,08;33.024,44;
06-Jul-2014;32.535,76;29.118,27;33.640,60;26.360,11;33.017,27;
05-Jul-2014;32.535,76;29.118,27;33.640,60;26.360,11;33.017,27;
04-Jul-2014;32.535,76;29.118,27;33.640,60;26.360,11;33.017,27;
03-Jul-2014;32.496,85;29.094,95;33.629,26;26.357,21;33.013,91;
02-Jul-2014;32.399,04;29.017,18;33.566,86;26.333,86;33.004,45;
01-Jul-2014;32.315,57;28.967,26;33.525,01;26.307,75;32.986,61;
30-Jun-2014;32.191,76;28.876,57;33.439,29;26.270,24;32.980,54;
29-Jun-2014;32.144,86;28.836,84;33.389,11;26.235,75;32.924,70;
28-Jun-2014;32.144,86;28.836,84;33.389,11;26.235,75;32.924,70;
27-Jun-2014;32.144,86;28.836,84;33.389,11;26.235,75;32.924,70;
26-Jun-2014;32.117,63;28.818,11;33.363,61;26.218,94;32.909,92;
25-Jun-2014;32.114,23;28.809,83;33.351,57;26.203,18;32.881,28;
24-Jun-2014;32.220,82;28.858,98;33.393,62;26.232,67;32.890,85;
23-Jun-2014;32.395,04;28.963,61;33.485,22;26.279,82;32.901,83;
22-Jun-2014;32.389,84;28.961,96;33.476,09;26.259,96;32.879,98;
21-Jun-2014;32.389,84;28.961,96;33.476,09;26.259,96;32.879,98;
20-Jun-2014;32.389,84;28.961,96;33.476,09;26.259,96;32.879,98;
19-Jun-2014;32.370,56;28.927,72;33.441,93;26.250,23;32.870,08;
18-Jun-2014;32.250,79;28.865,33;33.390,20;26.228,10;32.861,62;
17-Jun-2014;32.204,50;28.842,43;33.363,45;26.201,65;32.845,16;
16-Jun-2014;32.172,36;28.821,58;33.332,88;26.174,05;32.824,63;
15-Jun-2014;32.144,38;28.810,08;33.313,65;26.146,68;32.789,13;
14-Jun-2014;32.144,38;28.810,08;33.313,65;26.146,68;32.789,13;
13-Jun-2014;32.144,38;28.810,08;33.313,65;26.146,68;32.789,13;
12-Jun-2014;32.240,08;28.868,87;33.361,26;26.166,02;32.791,62;
11-Jun-2014;32.236,40;28.872,97;33.362,52;26.168,35;32.794,73;
10-Jun-2014;32.064,37;28.759,33;33.272,32;26.133,29;32.784,38;
09-Jun-2014;31.981,65;28.718,13;33.247,90;26.119,43;32.777,98;
08-Jun-2014;31.971,47;28.700,65;33.209,48;26.083,62;32.721,86;
07-Jun-2014;31.971,47;28.700,65;33.209,48;26.083,62;32.721,86;
06-Jun-2014;31.971,47;28.700,65;33.209,48;26.083,62;32.721,86;
05-Jun-2014;31.867,87;28.634,02;33.150,72;26.054,36;32.696,53;
04-Jun-2014;31.798,90;28.589,11;33.098,63;26.029,88;32.676,09;
03-Jun-2014;31.755,60;28.537,75;33.039,27;25.973,27;32.631,37;
02-Jun-2014;31.757,65;28.539,01;33.031,38;25.962,68;32.629,48;
01-Jun-2014;31.694,34;28.499,85;32.981,13;25.918,37;32.590,61;
31-May-2014;31.694,34;28.499,85;32.981,13;25.918,37;32.590,61;
30-May-2014;31.694,34;28.499,85;32.981,13;25.918,37;32.590,61;
29-May-2014;31.797,27;28.561,63;33.014,40;25.917,03;32.552,43;
28-May-2014;31.912,93;28.631,00;33.068,21;25.938,15;32.543,15;
27-May-2014;31.851,61;28.594,61;33.025,74;25.900,83;32.508,72;
26-May-2014;31.818,15;28.568,23;33.000,09;25.892,81;32.507,53;
25-May-2014;31.580,35;28.399,33;32.842,50;25.809,95;32.477,22;
24-May-2014;31.580,35;28.399,33;32.842,50;25.809,95;32.477,22;
23-May-2014;31.580,35;28.399,33;32.842,50;25.809,95;32.477,22;
22-May-2014;31.472,30;28.304,75;32.740,44;25.748,56;32.425,77;
21-May-2014;31.387,78;28.278,14;32.716,40;25.722,04;32.401,83;
20-May-2014;31.387,78;28.278,14;32.716,40;25.722,04;32.401,83;
19-May-2014;31.427,97;28.314,56;32.743,27;25.726,87;32.391,42;
18-May-2014;31.488,45;28.344,64;32.769,29;25.732,47;32.366,56;
17-May-2014;31.488,45;28.344,64;32.769,29;25.732,47;32.366,56;
16-May-2014;31.488,45;28.344,64;32.769,29;25.732,47;32.366,56;
15-May-2014;31.469,60;28.319,24;32.727,40;25.707,42;32.349,08;
14-May-2014;31.361,93;28.218,39;32.631,12;25.647,55;32.300,06;
13-May-2014;31.320,38;28.178,86;32.597,40;25.626,24;32.279,33;
12-May-2014;31.321,17;28.179,36;32.603,05;25.639,10;32.288,43;
11-May-2014;31.317,02;28.189,41;32.611,34;25.642,60;32.284,30;
10-May-2014;31.317,02;28.189,41;32.611,34;25.642,60;32.284,30;
09-May-2014;31.317,02;28.189,41;32.611,34;25.642,60;32.284,30;
08-May-2014;31.658,44;28.399,90;32.785,42;25.701,99;32.251,91;
07-May-2014;31.641,84;28.418,07;32.834,15;25.760,15;32.312,47;
06-May-2014;31.654,30;28.435,95;32.869,48;25.781,56;32.361,01;
05-May-2014;31.618,15;28.415,55;32.852,17;25.774,58;32.350,26;
04-May-2014;31.555,44;28.353,53;32.805,80;25.739,59;32.310,51;
03-May-2014;31.555,44;28.353,53;32.805,80;25.739,59;32.310,51;
02-May-2014;31.555,44;28.353,53;32.805,80;25.739,59;32.310,51;
01-May-2014;31.325,42;28.194,59;32.649,96;25.662,18;32.284,09;
30-Abr-2014;31.325,42;28.194,59;32.649,96;25.662,18;32.284,09;
29-Abr-2014;31.165,48;28.084,52;32.553,56;25.609,12;32.248,75;
28-Abr-2014;31.217,38;28.122,92;32.582,49;25.609,76;32.240,37;
27-Abr-2014;31.383,02;28.232,59;32.660,07;25.624,92;32.214,86;
26-Abr-2014;31.383,02;28.232,59;32.660,07;25.624,92;32.214,86;
25-Abr-2014;31.383,02;28.232,59;32.660,07;25.624,92;32.214,86;
24-Abr-2014;31.538,88;28.331,35;32.740,94;25.649,90;32.211,88;
23-Abr-2014;31.517,71;28.311,89;32.712,73;25.629,38;32.190,69;
22-Abr-2014;31.275,30;28.162,52;32.579,23;25.552,89;32.159,73;
21-Abr-2014;31.285,06;28.176,16;32.598,38;25.560,10;32.156,22;
20-Abr-2014;31.158,66;28.090,01;32.521,20;25.516,88;32.116,04;
19-Abr-2014;31.158,66;28.090,01;32.521,20;25.516,88;32.116,04;
18-Abr-2014;31.158,66;28.090,01;32.521,20;25.516,88;32.116,04;
17-Abr-2014;31.158,66;28.090,01;32.521,20;25.516,88;32.116,04;
16-Abr-2014;30.947,31;27.943,99;32.394,28;25.454,77;32.088,34;
15-Abr-2014;30.828,21;27.871,22;32.317,62;25.416,27;32.062,86;
14-Abr-2014;30.724,91;27.789,24;32.240,35;25.368,91;32.014,66;
13-Abr-2014;30.744,86;27.790,93;32.221,47;25.355,30;31.990,41;
12-Abr-2014;30.744,86;27.790,93;32.221,47;25.355,30;31.990,41;
11-Abr-2014;30.744,86;27.790,93;32.221,47;25.355,30;31.990,41;
10-Abr-2014;30.970,04;27.912,88;32.318,84;25.402,97;31.997,39;
09-Abr-2014;30.751,70;27.753,05;32.172,72;25.327,80;31.952,94;
08-Abr-2014;30.857,80;27.817,67;32.241,55;25.376,23;31.942,95;
07-Abr-2014;31.030,56;27.921,03;32.311,41;25.389,57;31.919,65;
06-Abr-2014;31.147,83;27.980,79;32.339,08;25.389,71;31.896,83;
05-Abr-2014;31.147,83;27.980,79;32.339,08;25.389,71;31.896,83;
04-Abr-2014;31.147,83;27.980,79;32.339,08;25.389,71;31.896,83;
03-Abr-2014;31.109,78;27.952,13;32.318,67;25.369,96;31.870,28;
02-Abr-2014;30.910,74;27.813,29;32.205,76;25.317,91;31.854,20;
01-Abr-2014;30.737,44;27.686,84;32.109,32;25.277,18;31.827,71;
31-Mar-2014;30.538,34;27.563,04;32.009,20;25.235,86;31.813,18;
30-Mar-2014;30.332,48;27.417,09;31.888,57;25.176,57;31.786,06;
29-Mar-2014;30.332,48;27.417,09;31.888,57;25.176,57;31.786,06;
28-Mar-2014;30.332,48;27.417,09;31.888,57;25.176,57;31.786,06;
27-Mar-2014;30.419,01;27.467,70;31.919,80;25.187,70;31.786,46;
26-Mar-2014;30.484,12;27.491,84;31.943,54;25.198,42;31.797,20;
25-Mar-2014;30.434,41;27.451,54;31.910,35;25.196,55;31.806,50;
24-Mar-2014;30.390,98;27.423,51;31.882,21;25.184,51;31.819,03;
23-Mar-2014;30.548,91;27.518,45;31.973,28;25.228,81;31.813,22;
22-Mar-2014;30.548,91;27.518,45;31.973,28;25.228,81;31.813,22;
21-Mar-2014;30.548,91;27.518,45;31.973,28;25.228,81;31.813,22;
20-Mar-2014;30.680,50;27.619,40;32.057,35;25.251,68;31.793,29;
19-Mar-2014;30.753,90;27.665,35;32.096,32;25.263,02;31.777,56;
18-Mar-2014;30.526,92;27.508,88;31.963,11;25.194,87;31.739,83;
17-Mar-2014;30.433,86;27.465,91;31.931,13;25.171,35;31.728,12;
16-Mar-2014;30.496,11;27.489,46;31.919,49;25.150,01;31.683,01;
15-Mar-2014;30.496,11;27.489,46;31.919,49;25.150,01;31.683,01;
14-Mar-2014;30.496,11;27.489,46;31.919,49;25.150,01;31.683,01;
13-Mar-2014;30.754,42;27.641,36;32.036,91;25.207,58;31.672,03;
12-Mar-2014;30.819,75;27.690,54;32.059,63;25.206,74;31.640,32;
11-Mar-2014;30.849,92;27.692,49;32.042,84;25.198,85;31.623,04;
10-Mar-2014;30.780,61;27.659,13;31.992,97;25.161,32;31.593,24;
09-Mar-2014;30.742,15;27.628,79;31.948,18;25.122,52;31.533,68;
08-Mar-2014;30.742,15;27.628,79;31.948,18;25.122,52;31.533,68;
07-Mar-2014;30.742,15;27.628,79;31.948,18;25.122,52;31.533,68;
06-Mar-2014;30.700,78;27.582,87;31.914,22;25.097,22;31.528,66;
05-Mar-2014;30.511,96;27.451,31;31.789,36;25.034,87;31.498,15;
04-Mar-2014;30.335,65;27.339,39;31.696,78;24.995,45;31.475,47;
03-Mar-2014;30.617,73;27.509,87;31.823,70;25.038,57;31.461,31;
02-Mar-2014;30.634,00;27.515,24;31.837,55;25.046,67;31.468,60;
01-Mar-2014;30.634,00;27.515,24;31.837,55;25.046,67;31.468,60;
28-Feb-2014;30.634,00;27.515,24;31.837,55;25.046,67;31.468,60;
27-Feb-2014;30.394,31;27.360,34;31.732,79;25.017,34;31.489,34;
